Education_Post_grad,Education_Undergrad,Relationship_status_Unattached,Income,Kidhome,Teenhome,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,AcceptedCmpLast,TotalAMntspent,TotalCmpAccepted,TotalNumPurchases,Age,KidTeenhome
0.0,0.0,1.0,0.2826785765733851,-0.8230393240078342,-0.9289722395072267,0.978225746641053,1.5494294607491532,1.6902268324280458,2.4545676689527163,1.484826962535446,0.8500305715204762,0.3517134788948544,1.4285533225039493,2.5047121601864135,-0.5541428908165424,0.6932319721778877,-0.2817729686203145,-0.282704841292908,-0.2808389157364335,-0.26166148160299973,-0.11714818073216654,2.3779517771928544,1.6754881225754505,0.6180453923836342,1.699123050494655,0.9864429275434143,-1.2648032713206627
0.0,0.0,1.0,-0.26222889682184153,1.0399383491294083,0.9090656915177863,-0.8720238315063951,-0.637327818349774,-0.717986119716739,-0.6510378694670405,-0.6338801823601496,-0.7328672796198972,-0.16823119704310258,-1.125881160341153,-0.5710823920429956,-1.1695178074035923,-0.1315744978066488,-0.2817729686203145,-0.282704841292908,-0.2808389157364335,-0.26166148160299973,-0.11714818073216654,-0.4205299744053216,-0.9623583186811777,-0.5027308674544454,-1.3558519433358966,1.2368007416347566,1.4058056369657483
0.0,0.0,0.0,0.9052517666701019,-0.8230393240078342,-0.9289722395072267,0.3585107437038469,0.5691589563254963,-0.17836803229170384,1.3402033286962154,-0.14682106859104713,-0.03793651570461131,-0.6881758729810595,1.4285533225039493,-0.22932744179528344,1.2919818589446075,-0.543977732798917,-0.2817729686203145,-0.282704841292908,-0.2808389157364335,-0.26166148160299973,-0.11714818073216654,-0.4205299744053216,0.2802498476717874,-0.5027308674544454,0.9353793020370171,0.3188220899665018,-1.2648032713206627
0.0,0.0,0.0,-1.1723177056177694,1.0399383491294083,-0.9289722395072267,-0.8720238315063951,-0.5619223949325696,-0.6555509691055779,-0.5048917264825813,-0.5851742709832394,-0.7521709119508774,-0.16823119704310258,-0.7609619485061384,-0.9128373422907077,-0.5541428908165424,0.28082873718561946,-0.2817729686203145,-0.282704841292908,-0.2808389157364335,-0.26166148160299973,-0.11714818073216654,-0.4205299744053216,-0.9192237227864153,-0.5027308674544454,-0.8976056942613139,-1.2667773992786657,0.07050118282254286
1.0,0.0,0.0,0.2898399008379484,1.0399383491294083,-0.9289722395072267,-0.3916705756411922,0.41834810949108747,-0.21850491482745024,0.15276591694748493,-0.0007033344603164034,-0.5591345886410758,1.3916028307707684,0.3337956869989054,0.1124275084524287,0.0612320257705075,-0.1315744978066488,-0.2817729686203145,-0.282704841292908,-0.2808389157364335,-0.26166148160299973,-0.11714818073216654,-0.4205299744053216,-0.307044265664594,-0.5027308674544454,0.17163555357937918,-1.0164195851873234,0.07050118282254286
1.0,0.0,0.0,0.4848127292021892,-0.8230393240078342,0.9090656915177863,0.6372342378478535,0.39321296835201935,-0.30769798712910895,-0.6875744052131553,0.3645910008665104,-0.5784382209720559,-0.16823119704310258,0.69871489883392,0.45418245870014085,1.2919818589446075,0.28082873718561946,-0.2817729686203145,-0.282704841292908,-0.2808389157364335,-0.26166148160299973,-0.11714818073216654,-0.4205299744053216,0.18070847253002784,-0.5027308674544454,1.2408768014200724,0.15191688057227362,0.07050118282254286
0.0,0.0,1.0,0.16703474022369436,-0.8230393240078342,0.9090656915177863,-0.20783167524833676,0.9713212145505863,-0.01336084853363524,0.22583898843971448,0.5350616906856963,-0.32749100066931375,0.8716581548328114,1.0636341106689347,0.1124275084524287,0.36891948406403247,0.28082873718561946,-0.2817729686203145,-0.282704841292908,-0.2808389157364335,-0.26166148160299973,-0.11714818073216654,-0.4205299744053216,-0.028328415267667238,-0.5027308674544454,0.7826305523454895,-0.18189353821618268,0.07050118282254286
1.0,0.0,0.0,-0.8577738630813354,1.0399383491294083,-0.9289722395072267,-0.6792895004493692,-0.4111115480981608,-0.4950034389625922,-0.632769601593983,-0.6338801823601496,-0.40470552999323445,-0.16823119704310258,-0.031123524836109216,-0.9128373422907077,-0.5541428908165424,1.1056352071701558,-0.2817729686203145,-0.282704841292908,-0.2808389157364335,-0.26166148160299973,-0.11714818073216654,-0.4205299744053216,-0.7267770641790134,-0.5027308674544454,-0.28661069549520357,-1.3502300039757797,0.07050118282254286
1.0,0.0,0.0,-1.0011389546486906,1.0399383491294083,-0.9289722395072267,-0.8631284008422246,-0.6624629594888422,-0.6377123546452461,-0.632769601593983,-0.5851742709832394,-0.8100818089438179,-0.6881758729810595,-0.39604273667112383,-0.9128373422907077,-1.1695178074035923,1.5180384421624242,-0.2817729686203145,-0.282704841292908,-0.2808389157364335,-0.26166148160299973,-0.11714818073216654,2.3779517771928544,-0.9308368832196205,0.6180453923836342,-0.5921081948782587,-0.43225135230752487,0.07050118282254286
1.0,0.0,0.0,-2.1424692340519704,1.0399383491294083,0.9090656915177863,-0.821616391076096,-0.6624629594888422,-0.717986119716739,-0.6693061373400978,-0.6338801823601496,-0.5977418533030361,-0.6881758729810595,-1.125881160341153,-0.9128373422907077,-1.7848927239906425,6.054474027077375,3.5489564698006477,-0.282704841292908,-0.2808389157364335,-0.26166148160299973,-0.11714818073216654,-0.4205299744053216,-0.9258598144625325,0.6180453923836342,0.47713305296243436,1.570611160423213,1.4058056369657483
